season,week,player_id,player_name,fantasy_points_ppr,fantasy_points,recent_team,opponent_team,passing_yards,rushing_yards,receiving_yards
2024,8,00-0039451,I.Williams,2.6,0.6,DET,TEN,0.0,0.0,6.0
2024,10,00-0039491,J.Coker,7.1,4.1,CAR,NYG,0.0,0.0,41.0
2024,6,00-0039521,X.Weaver,0.0,0.0,ARI,GB,0.0,0.0,0.0
2024,12,00-0039530,B.Spann-Ford,4.4,2.4,DAL,WAS,0.0,0.0,24.0
2024,11,00-0039543,R.Keyton,0.0,0.0,LV,MIA,0.0,0.0,0.0
2024,4,00-0039589,K.Johnson,0.0,0.0,TB,PHI,0.0,0.0,0.0
2024,3,00-0039603,B.Brooks,0.2,0.2,HOU,MIN,0.0,2.0,0.0
2024,9,00-0039611,M.Hayball,1.1,1.1,NO,CAR,0.0,11.0,0.0
2024,9,00-0039614,J.Jackson,-0.1,-0.1,NO,CAR,0.0,-1.0,0.0
2024,9,00-0039623,M.Tipton,0.0,0.0,NO,CAR,0.0,0.0,0.0
2024,10,00-0039631,C.Grandy,1.0,0.0,CIN,BAL,0.0,0.0,0.0
2024,11,00-0039650,B.Oliver,4.3,3.3,TEN,MIN,0.0,0.0,33.0
2024,12,00-0039732,B.Nix,19.42,19.42,DEN,LV,273.0,5.0,0.0
2024,7,00-0039737,T.Reiman,1.1,0.1,ARI,LAC,0.0,0.0,1.0
2024,12,00-0039738,B.Corum,0.5,0.5,LA,PHI,0.0,5.0,0.0
2024,10,00-0039746,W.Shipley,3.4,3.4,PHI,DAL,0.0,34.0,0.0
2024,10,00-0039747,A.Smith,2.6,0.6,PHI,DAL,0.0,0.0,6.0
2024,5,00-0039751,J.Whittington,15.9,8.9,LA,GB,0.0,0.0,89.0
2024,6,00-0039757,T.Jennings,1.3,1.3,NE,HOU,0.0,13.0,0.0
2024,12,00-0039793,A.Barner,4.9,1.9,SEA,ARI,0.0,0.0,19.0
2024,11,00-0039794,B.Allen,0.6,0.6,NYJ,IND,0.0,6.0,0.0
2024,10,00-0039798,I.Davis,2.0,1.0,NYJ,ARI,0.0,0.0,10.0
2024,11,00-0039810,J.Burton,1.8,0.8,CIN,LAC,0.0,0.0,8.0
2024,2,00-0039811,M.Lloyd,2.8,1.8,GB,IND,0.0,15.0,3.0
2024,9,00-0039814,E.All,4.4,2.4,CIN,LV,0.0,0.0,24.0
2024,2,00-0039824,J.Wiley,1.7,0.7,KC,CIN,0.0,0.0,7.0
2024,7,00-0039825,J.Hicks,0.1,0.1,KC,SF,0.0,1.0,0.0
2024,13,00-0039847,T.Johnson,10.4,5.4,NYG,DAL,0.0,0.0,54.0
2024,12,00-0039849,M.Harrison,7.7,4.7,ARI,SEA,0.0,0.0,47.0
2024,12,00-0039851,D.Maye,13.48,13.48,NE,MIA,222.0,26.0,0.0
2024,12,00-0039853,J.Baker,0.0,0.0,NE,MIA,0.0,0.0,0.0
2024,12,00-0039855,J.McMillan,2.1,1.1,TB,NYG,0.0,0.0,11.0
2024,12,00-0039868,T.Franklin,5.1,3.1,DEN,LV,0.0,0.0,31.0
2024,12,00-0039874,J.Wright,0.8,0.8,MIA,NE,0.0,28.0,0.0
2024,11,00-0039875,R.Davis,1.1,1.1,BUF,KC,0.0,11.0,0.0
2024,13,00-0039880,M.Washington,2.8,0.8,MIA,GB,0.0,0.0,8.0
2024,12,00-0039890,A.Mitchell,2.0,1.0,IND,DET,0.0,0.0,10.0
2024,11,00-0039893,B.Thomas,13.6,8.6,JAX,DET,0.0,4.0,82.0
2024,13,00-0039894,X.Worthy,10.4,5.4,KC,LV,0.0,0.0,54.0
2024,9,00-0039901,K.Coleman,5.1,4.1,BUF,MIA,0.0,0.0,21.0
2024,12,00-0039907,J.Polk,1.7,0.7,NE,MIA,0.0,0.0,7.0
2024,12,00-0039910,J.Daniels,30.4,30.4,WAS,DAL,275.0,74.0,0.0
2024,9,00-0039912,B.Sinnott,2.2,1.2,WAS,NYG,0.0,0.0,12.0
2024,12,00-0039915,L.McConkey,14.3,8.3,LAC,BAL,0.0,0.0,83.0
2024,11,00-0039916,R.Pearsall,0.0,0.0,SF,SEA,0.0,0.0,0.0
2024,11,00-0039917,M.Penix,0.96,0.96,ATL,DEN,24.0,0.0,0.0
2024,13,00-0039918,C.Williams,26.14,26.14,CHI,DET,256.0,39.0,0.0
2024,13,00-0039919,R.Odunze,4.5,2.5,CHI,DET,0.0,0.0,25.0
2024,11,00-0039920,M.Corley,2.0,1.0,NYJ,IND,0.0,0.0,10.0
2024,12,00-0039921,T.Benson,1.8,1.8,ARI,SEA,0.0,18.0,0.0
